,AAPL,AEP,AMZN,BIIB,CMCSA,CME,COST,CSCO,EA,EBAY,GOOG,HD,HON,INTC,JPM,LULU,META,MSFT,NFLX,NVDA,ORLY,PEP,PFE,QCOM,SBUX,TSLA,TXN,VRTX,WDAY,XEL
AAPL,0.05215538522139911,0.004724980543121523,0.022035764437456737,0.016405184208667982,0.012481731451869038,0.012326504367240353,0.010597733180506922,0.017495218120128928,0.019640872726783633,0.01709355552364584,0.0201202752803328,0.013140325691738416,0.014647763111872452,0.019698478904400206,0.01631952365666867,0.010314594109326213,0.02373898788224344,0.02149571684013817,0.024225956082955007,0.02628740023628024,0.012306070807316462,0.008310710819911788,0.009489596925525024,0.019738091154589268,0.014438056167533665,0.02540347812888316,0.02228068933287127,0.022603492014711936,0.026270108354022135,0.00386914772000616
AEP,0.004724980543121523,0.027819371640013343,0.005059418338658299,0.005830652405751169,0.0063991450900867265,0.0017137817491337506,0.006951617115370038,0.005372709377355962,0.008177114599973494,0.0024723549898147284,0.005631454324259323,0.006242767680755853,0.007129151492106321,0.006477086541093329,0.0015156417670600182,0.003881737360897514,0.004395180223207301,0.008041293223723895,0.004240454342147883,0.005275918719702029,0.006072524835859004,0.009954382067038407,0.005648160927255414,0.006085500395315879,0.006450240997731562,0.002992549744645473,0.0057781063967710395,0.005368500844085921,0.0027764295535170104,0.02232713000322954
AMZN,0.022035764437456737,0.005059418338658299,0.08459867128867007,0.023357477255733287,0.013668856020041075,0.012866804667026789,0.012733628635768544,0.01893016394263816,0.028985610168229103,0.019541774358245667,0.0372479810310212,0.016141709069239285,0.015429671291710335,0.020941625855687426,0.018258060472767793,0.01556242513940561,0.042562646114333885,0.029337528577705153,0.04554380581409133,0.030379541671481505,0.01668586010092507,0.009315495555111034,0.011258576920202419,0.016478957834255504,0.022845765219722192,0.04027801665538109,0.021764295311142174,0.03233095466615644,0.040084991498663715,0.005930607743368032
BIIB,0.016405184208667982,0.005830652405751169,0.023357477255733287,0.1229298201060093,0.01856206674500241,0.01734719800811941,0.011469672708220604,0.01653922611139466,0.02176138435997099,0.022599957598585227,0.025200179047409826,0.01708618052441925,0.020610756645124118,0.01959639183884782,0.024096473915054022,0.02168445903508951,0.03364942523473135,0.019500001508269443,0.03243657118099156,0.02468140045108012,0.01455381527040736,0.009774738563682099,0.023228871507545,0.02241883646747304,0.016773404094720747,0.02898805869738741,0.02379597429773512,0.06188143219045736,0.03304139338382843,0.004905277376828665
CMCSA,0.012481731451869038,0.0063991450900867265,0.013668856020041075,0.01856206674500241,0.04196290000697778,0.013276797808384535,0.011756168009872807,0.015148085160728015,0.01239484247498494,0.013136353764787988,0.013660141622506235,0.01312257552038575,0.01424849787403919,0.014762962229457418,0.01777506296037707,0.012302910007857312,0.013712748420795246,0.015305801529939524,0.01628342849191747,0.017181402232735104,0.013882456867211596,0.009174120413880953,0.011895689722645176,0.015362440170340544,0.0130393240392832,0.01754002370829724,0.01482510780081646,0.02378900490475087,0.017097754348067606,0.005555327049772057
CME,0.012326504367240353,0.0017137817491337506,0.012866804667026789,0.01734719800811941,0.013276797808384535,0.0376835411762673,0.010510028827378008,0.013064804122616847,0.016485742010459308,0.01524280040231681,0.014329143778962846,0.012659646330986344,0.014587442363905058,0.013665725748761242,0.022438801126503576,0.011014395531159092,0.016444115284325957,0.014529961188716642,0.016695449564509347,0.014171229354216322,0.014366067193599032,0.006946564983883487,0.012251897514300093,0.011987808669126814,0.011815255714162908,0.014207760003025179,0.01405229590373013,0.016649399079215192,0.015685972718824062,0.0018338894478759694
COST,0.010597733180506922,0.006951617115370038,0.012733628635768544,0.011469672708220604,0.011756168009872807,0.010510028827378008,0.03016236793274112,0.0114345672481343,0.010712755502979227,0.009606301923698478,0.012074671538105852,0.013108139365506765,0.010673550049725953,0.011742311081572579,0.012028316701791816,0.013190496525186848,0.01034727417602666,0.012922354885141464,0.01271716230003352,0.013208869748718191,0.014070558290336392,0.009374408706654472,0.008777880742907857,0.010390555081261476,0.011940141047299076,0.010731221336079058,0.012231321789515597,0.012459220393903653,0.01030317009539152,0.006420260701480354
CSCO,0.017495218120128928,0.005372709377355962,0.01893016394263816,0.01653922611139466,0.015148085160728015,0.013064804122616847,0.0114345672481343,0.043174673972077346,0.01910476973062864,0.017613508562738227,0.01839210457455243,0.014124051237362288,0.016753791658281062,0.02423329849707794,0.019687135241181007,0.015117082979011084,0.01739370179894128,0.022417632001088792,0.0236258111512357,0.027662809661549728,0.015773238873222746,0.009399848257990793,0.012198797342776783,0.020495619744060695,0.014111134222111667,0.020595059053598794,0.022730838925089078,0.02016666553990997,0.025777654715601447,0.004853834828734246
EA,0.019640872726783633,0.008177114599973494,0.028985610168229103,0.02176138435997099,0.01239484247498494,0.016485742010459308,0.010712755502979227,0.01910476973062864,0.09479472441557073,0.018973201145384033,0.0229143209912919,0.01400904908755476,0.016670756964759777,0.02235818455704615,0.015896984729267257,0.012224766670816676,0.028520349127169928,0.02286428544266397,0.02954210021929541,0.035596945772827744,0.01352879966525623,0.011076794813727009,0.010817622373757432,0.018892408785164443,0.015000962357959297,0.027459721890967296,0.024412667235070608,0.020714010735915073,0.025882029301593442,0.006784238718221779
EBAY,0.01709355552364584,0.0024723549898147284,0.019541774358245667,0.022599957598585227,0.013136353764787988,0.01524280040231681,0.009606301923698478,0.017613508562738227,0.018973201145384033,0.06591627626347021,0.021461218936869086,0.012584813894564607,0.015077973582247238,0.017590600666940816,0.01843760630934397,0.01256002627406166,0.01892793083461221,0.020701960862594765,0.02766680630408118,0.02790504038385224,0.009830718550711583,0.007179804724065058,0.012107094551293109,0.02127448897042974,0.012228182682746693,0.02519340975564662,0.022749553950090658,0.025109544297081687,0.02841200916642393,0.0022129973136524265
GOOG,0.0201202752803328,0.005631454324259323,0.0372479810310212,0.025200179047409826,0.013660141622506235,0.014329143778962846,0.012074671538105852,0.01839210457455243,0.0229143209912919,0.021461218936869086,0.053286065073115736,0.015042611646040956,0.01645977635329637,0.020429055450015728,0.017966175022364618,0.015161115861975131,0.03654678858585104,0.027685691943800408,0.03784423324456952,0.028891174956043795,0.013842620272813893,0.009496424296311439,0.012965930449816369,0.01769917118492661,0.018767775106268085,0.029496378891123286,0.022052740895151496,0.031316991821070984,0.03202963376525366,0.005593907453164155
HD,0.013140325691738416,0.006242767680755853,0.016141709069239285,0.01708618052441925,0.01312257552038575,0.012659646330986344,0.013108139365506765,0.014124051237362288,0.01400904908755476,0.012584813894564607,0.015042611646040956,0.031817075298460576,0.015166374157531009,0.015145399247849885,0.016388492372113397,0.016597505433039655,0.01656079483979863,0.01557560944642893,0.018734289740726308,0.018072093132901403,0.018852845051205654,0.009092735031381364,0.011536619588602248,0.01267088917302243,0.01506767443155894,0.018929737852373948,0.015571177910544553,0.019271212773170066,0.01923506200764811,0.005312640667612029
HON,0.014647763111872452,0.007129151492106321,0.015429671291710335,0.020610756645124118,0.01424849787403919,0.014587442363905058,0.010673550049725953,0.016753791658281062,0.016670756964759777,0.015077973582247238,0.01645977635329637,0.015166374157531009,0.02854777899777098,0.017538914090182663,0.01958671536574534,0.012722981053989514,0.017927779055228157,0.018337526206253073,0.018240409159687974,0.02061844848235164,0.014756456480862773,0.00943065792452953,0.012425276697451313,0.017065705825775965,0.013884770501718402,0.018665734419175416,0.01945133352408628,0.02018159385623214,0.02314095464769635,0.006312394951165918
INTC,0.019698478904400206,0.006477086541093329,0.020941625855687426,0.01959639183884782,0.014762962229457418,0.013665725748761242,0.011742311081572579,0.02423329849707794,0.02235818455704615,0.017590600666940816,0.020429055450015728,0.015145399247849885,0.017538914090182663,0.05538824032796642,0.02021232057767779,0.013105863403921971,0.022554400774778882,0.027748273245711,0.02809400826902218,0.03447050319214406,0.01342584475509808,0.010155608248832562,0.012912781969051993,0.02292876552722688,0.01263292908810953,0.024050238279538786,0.031247026483580253,0.02679760397095277,0.026677318611519268,0.005429889184267973
JPM,0.01631952365666867,0.0015156417670600182,0.018258060472767793,0.024096473915054022,0.01777506296037707,0.022438801126503576,0.012028316701791816,0.019687135241181007,0.015896984729267257,0.01843760630934397,0.017966175022364618,0.016388492372113397,0.01958671536574534,0.02021232057767779,0.04311128307708939,0.014909422513684356,0.019462285598579245,0.020523472809958785,0.023229277234998687,0.02360794608813838,0.01482747039477177,0.008298032053261815,0.015447407216034412,0.018961364953799402,0.01533879357534146,0.018799572915114998,0.020919851486446633,0.025544957974716183,0.023759783237581784,0.0008456494559901027
LULU,0.010314594109326213,0.003881737360897514,0.01556242513940561,0.02168445903508951,0.012302910007857312,0.011014395531159092,0.013190496525186848,0.015117082979011084,0.012224766670816676,0.01256002627406166,0.015161115861975131,0.016597505433039655,0.012722981053989514,0.013105863403921971,0.014909422513684356,0.13613356649778907,0.01957314960915748,0.013486486085318796,0.015312175314214633,0.017770313595913512,0.015997377051116177,0.007254607297082938,0.009027213227579644,0.008691348835766208,0.015484697968127218,0.021567928466408492,0.014354107294555498,0.0216927823404,0.023879276176899788,0.0030426930820310837
META,0.02373898788224344,0.004395180223207301,0.042562646114333885,0.03364942523473135,0.013712748420795246,0.016444115284325957,0.01034727417602666,0.01739370179894128,0.028520349127169928,0.01892793083461221,0.03654678858585104,0.01656079483979863,0.017927779055228157,0.022554400774778882,0.019462285598579245,0.01957314960915748,0.08960725473533188,0.026262881274160342,0.044218568054501486,0.0318669722418105,0.018646124050977278,0.010277234491672692,0.013058795367208519,0.012631160078553144,0.020850574037289356,0.04510923919068504,0.023504218558035445,0.04050821098850484,0.044327169967441744,0.005345768492002316
MSFT,0.02149571684013817,0.008041293223723895,0.029337528577705153,0.019500001508269443,0.015305801529939524,0.014529961188716642,0.012922354885141464,0.022417632001088792,0.02286428544266397,0.020701960862594765,0.027685691943800408,0.01557560944642893,0.018337526206253073,0.027748273245711,0.020523472809958785,0.013486486085318796,0.026262881274160342,0.04951416849557194,0.029267576729256704,0.03186396620722337,0.015215910220324518,0.010673909781768668,0.013028892518039695,0.020864215013645604,0.018204160190160783,0.024929710513524578,0.024822681946033397,0.02537487558714798,0.030027019214016765,0.00694052865793883
NFLX,0.024225956082955007,0.004240454342147883,0.04554380581409133,0.03243657118099156,0.01628342849191747,0.016695449564509347,0.01271716230003352,0.0236258111512357,0.02954210021929541,0.02766680630408118,0.03784423324456952,0.018734289740726308,0.018240409159687974,0.02809400826902218,0.023229277234998687,0.015312175314214633,0.044218568054501486,0.029267576729256704,0.1736743426949609,0.04132591813746563,0.018597303452911492,0.008393271031125787,0.012798111971672613,0.02301995395459574,0.022090407512515012,0.056195697068760424,0.028678866069492232,0.039144275723954756,0.05014900525349254,0.004346902829447137
NVDA,0.02628740023628024,0.005275918719702029,0.030379541671481505,0.02468140045108012,0.017181402232735104,0.014171229354216322,0.013208869748718191,0.027662809661549728,0.035596945772827744,0.02790504038385224,0.028891174956043795,0.018072093132901403,0.02061844848235164,0.03447050319214406,0.02360794608813838,0.017770313595913512,0.0318669722418105,0.03186396620722337,0.04132591813746563,0.13332413046724334,0.015982611345030977,0.009233845274068448,0.012062498144376403,0.0329377367319249,0.016705528319752524,0.041840523061768956,0.04036781917711815,0.027994033167621776,0.046144624348709244,0.004599428324758423
ORLY,0.012306070807316462,0.006072524835859004,0.01668586010092507,0.01455381527040736,0.013882456867211596,0.014366067193599032,0.014070558290336392,0.015773238873222746,0.01352879966525623,0.009830718550711583,0.013842620272813893,0.018852845051205654,0.014756456480862773,0.01342584475509808,0.01482747039477177,0.015997377051116177,0.018646124050977278,0.015215910220324518,0.018597303452911492,0.015982611345030977,0.061025250732638904,0.008610071496466804,0.011115080698690308,0.010834724363592951,0.018220360407966492,0.01825103319649119,0.013417973590573723,0.01734794344852898,0.018741895145098234,0.006718809916092886
PEP,0.008310710819911788,0.009954382067038407,0.009315495555111034,0.009774738563682099,0.009174120413880953,0.006946564983883487,0.009374408706654472,0.009399848257990793,0.011076794813727009,0.007179804724065058,0.009496424296311439,0.009092735031381364,0.00943065792452953,0.010155608248832562,0.008298032053261815,0.007254607297082938,0.010277234491672692,0.010673909781768668,0.008393271031125787,0.009233845274068448,0.008610071496466804,0.01970523900036933,0.0077435830328382235,0.008901777265989003,0.009431640862177407,0.00785475197012946,0.010443062009818952,0.008261935727324685,0.007895901169093004,0.009394561359387613
PFE,0.009489596925525024,0.005648160927255414,0.011258576920202419,0.023228871507545,0.011895689722645176,0.012251897514300093,0.008777880742907857,0.012198797342776783,0.010817622373757432,0.012107094551293109,0.012965930449816369,0.011536619588602248,0.012425276697451313,0.012912781969051993,0.015447407216034412,0.009027213227579644,0.013058795367208519,0.013028892518039695,0.012798111971672613,0.012062498144376403,0.011115080698690308,0.0077435830328382235,0.029380830967102325,0.01326312890327338,0.00973784872484577,0.012598499126270502,0.01246204789922297,0.025482765796319307,0.013303929366862137,0.004976660100613892
QCOM,0.019738091154589268,0.006085500395315879,0.016478957834255504,0.02241883646747304,0.015362440170340544,0.011987808669126814,0.010390555081261476,0.020495619744060695,0.018892408785164443,0.02127448897042974,0.01769917118492661,0.01267088917302243,0.017065705825775965,0.02292876552722688,0.018961364953799402,0.008691348835766208,0.012631160078553144,0.020864215013645604,0.02301995395459574,0.0329377367319249,0.010834724363592951,0.008901777265989003,0.01326312890327338,0.07113861552080476,0.012877115222396738,0.018454329116127086,0.024909701083286707,0.02835998104568754,0.027070630866344716,0.004861771290290617
SBUX,0.014438056167533665,0.006450240997731562,0.022845765219722192,0.016773404094720747,0.0130393240392832,0.011815255714162908,0.011940141047299076,0.014111134222111667,0.015000962357959297,0.012228182682746693,0.018767775106268085,0.01506767443155894,0.013884770501718402,0.01263292908810953,0.01533879357534146,0.015484697968127218,0.020850574037289356,0.018204160190160783,0.022090407512515012,0.016705528319752524,0.018220360407966492,0.009431640862177407,0.00973784872484577,0.012877115222396738,0.039634864272598054,0.01917267807807215,0.014839854983490434,0.021541456121771923,0.02438169297446354,0.006280697184976489
TSLA,0.02540347812888316,0.002992549744645473,0.04027801665538109,0.02898805869738741,0.01754002370829724,0.014207760003025179,0.010731221336079058,0.020595059053598794,0.027459721890967296,0.02519340975564662,0.029496378891123286,0.018929737852373948,0.018665734419175416,0.024050238279538786,0.018799572915114998,0.021567928466408492,0.04510923919068504,0.024929710513524578,0.056195697068760424,0.041840523061768956,0.01825103319649119,0.00785475197012946,0.012598499126270502,0.018454329116127086,0.01917267807807215,0.19176679858347873,0.0253194356667818,0.03081952047880835,0.04878589651254765,0.003960146592676794
TXN,0.02228068933287127,0.0057781063967710395,0.021764295311142174,0.02379597429773512,0.01482510780081646,0.01405229590373013,0.012231321789515597,0.022730838925089078,0.024412667235070608,0.022749553950090658,0.022052740895151496,0.015571177910544553,0.01945133352408628,0.031247026483580253,0.020919851486446633,0.014354107294555498,0.023504218558035445,0.024822681946033397,0.028678866069492232,0.04036781917711815,0.013417973590573723,0.010443062009818952,0.01246204789922297,0.024909701083286707,0.014839854983490434,0.0253194356667818,0.04944104093591509,0.025364994071873474,0.029166575381542246,0.004851409679645385
VRTX,0.022603492014711936,0.005368500844085921,0.03233095466615644,0.06188143219045736,0.02378900490475087,0.016649399079215192,0.012459220393903653,0.02016666553990997,0.020714010735915073,0.025109544297081687,0.031316991821070984,0.019271212773170066,0.02018159385623214,0.02679760397095277,0.025544957974716183,0.0216927823404,0.04050821098850484,0.02537487558714798,0.039144275723954756,0.027994033167621776,0.01734794344852898,0.008261935727324685,0.025482765796319307,0.02835998104568754,0.021541456121771923,0.03081952047880835,0.025364994071873474,0.17999378737511665,0.04505091651558275,0.0030908691032673855
WDAY,0.026270108354022135,0.0027764295535170104,0.040084991498663715,0.03304139338382843,0.017097754348067606,0.015685972718824062,0.01030317009539152,0.025777654715601447,0.025882029301593442,0.02841200916642393,0.03202963376525366,0.01923506200764811,0.02314095464769635,0.026677318611519268,0.023759783237581784,0.023879276176899788,0.044327169967441744,0.030027019214016765,0.05014900525349254,0.046144624348709244,0.018741895145098234,0.007895901169093004,0.013303929366862137,0.027070630866344716,0.02438169297446354,0.04878589651254765,0.029166575381542246,0.04505091651558275,0.1319944835817706,0.0029702427041375934
XEL,0.00386914772000616,0.02232713000322954,0.005930607743368032,0.004905277376828665,0.005555327049772057,0.0018338894478759694,0.006420260701480354,0.004853834828734246,0.006784238718221779,0.0022129973136524265,0.005593907453164155,0.005312640667612029,0.006312394951165918,0.005429889184267973,0.0008456494559901027,0.0030426930820310837,0.005345768492002316,0.00694052865793883,0.004346902829447137,0.004599428324758423,0.006718809916092886,0.009394561359387613,0.004976660100613892,0.004861771290290617,0.006280697184976489,0.003960146592676794,0.004851409679645385,0.0030908691032673855,0.0029702427041375934,0.026043877934605747
